CUST_ID,CUST_TYPE,BUSI_CODE,FUND_CODE,CONF_AMTS,GENDER,NET_CODE,RISK_LEV,CONF_YEAR,CONF_MONTH,CONF_DAY,AGE,TELL_PREFIX,COUNTY_PROV,COUNTY_CITY,COUNTY_DIST,target,5D_TOTAL,FLAG
28,1,2,013484,48647.02,1.0,3,5.0,2024,10,10,0.3620689655172413,1362713,31,01,04,0,31185.04,1
28,1,2,003634,8902.56,1.0,3,5.0,2024,10,10,0.3620689655172413,1362713,31,01,04,0,79832.06,1
28,1,0,508097,1000.0,1.0,3,5.0,2024,11,5,0.3620689655172413,1362713,31,01,04,0,0.0,1
28,1,3,508097,169.71,1.0,3,5.0,2024,11,5,0.3620689655172413,1362713,31,01,04,0,1000.0,1
28,1,4,000962,813.88,1.0,3,5.0,2024,11,7,0.3620689655172413,1362713,31,01,04,0,1169.71,1
28,1,6,013605,1068.76,1.0,3,5.0,2024,11,15,0.3620689655172413,1362713,31,01,04,0,0.0,1
28,1,4,002847,813.92,1.0,3,5.0,2024,11,22,0.3620689655172413,1362713,31,01,04,0,0.0,1
28,1,4,000962,810.08,1.0,3,5.0,2024,12,9,0.3620689655172413,1362713,31,01,04,0,0.0,1
28,1,1,004399,100.0,1.0,3,5.0,2024,12,10,0.3620689655172413,1362713,31,01,04,0,810.08,1
28,1,1,004399,190000.0,1.0,3,5.0,2024,12,17,0.3620689655172413,1362713,31,01,04,0,0.0,1
28,1,4,002847,810.05,1.0,3,5.0,2024,12,24,0.3620689655172413,1362713,31,01,04,0,0.0,1
28,1,1,004399,8684.92,1.0,3,5.0,2024,12,24,0.3620689655172413,1362713,31,01,04,0,810.0499999999993,1
28,1,4,000962,759.17,1.0,3,5.0,2025,1,9,0.3620689655172413,1362713,31,01,04,0,0.0,1
28,1,1,460006,500.0,1.0,3,5.0,2025,1,15,0.3620689655172413,1362713,31,01,04,0,0.0,1
28,1,1,460006,1000.0,1.0,3,5.0,2025,1,23,0.3620689655172413,1362713,31,01,04,0,0.0,1
28,1,2,004399,100.0,1.0,3,5.0,2025,1,24,0.3620689655172413,1362713,31,01,04,0,1000.0,1
28,1,2,004399,100.0,1.0,3,5.0,2025,1,24,0.3620689655172413,1362713,31,01,04,0,1100.0,1
28,1,1,015299,100.0,1.0,3,5.0,2025,1,27,0.3620689655172413,1362713,31,01,04,0,1200.0,1
28,1,1,016452,100.0,1.0,3,5.0,2025,1,27,0.3620689655172413,1362713,31,01,04,0,1300.0,1
28,1,1,000216,63.17,1.0,3,5.0,2025,2,7,0.3620689655172413,1362713,31,01,04,0,0.0,1
28,1,1,002936,55000.0,1.0,3,5.0,2025,2,7,0.3620689655172413,1362713,31,01,04,0,63.169999999998254,1
28,1,4,002847,759.63,1.0,3,5.0,2025,2,10,0.3620689655172413,1362713,31,01,04,0,55063.17,1
28,1,1,015299,100.0,1.0,3,5.0,2025,2,10,0.3620689655172413,1362713,31,01,04,0,55822.799999999996,1
28,1,1,016452,100.0,1.0,3,5.0,2025,2,10,0.3620689655172413,1362713,31,01,04,0,55922.799999999996,1
28,1,2,004399,100.0,1.0,3,5.0,2025,2,11,0.3620689655172413,1362713,31,01,04,0,56022.799999999996,1
28,1,0,508084,3000.0,1.0,3,5.0,2025,2,11,0.3620689655172413,1362713,31,01,04,0,56122.799999999996,1
28,1,1,015299,100.0,1.0,3,5.0,2025,2,12,0.3620689655172413,1362713,31,01,04,0,4059.63,1
28,1,4,460006,500.53,1.0,3,5.0,2025,2,12,0.3620689655172413,1362713,31,01,04,0,4159.63,1
28,1,4,460006,1000.72,1.0,3,5.0,2025,2,12,0.3620689655172413,1362713,31,01,04,0,4660.16,1
28,1,1,004399,3000.0,1.0,3,5.0,2025,2,18,0.3620689655172413,1362713,31,01,04,0,0.0,1
28,1,4,019871,519.92,1.0,3,5.0,2025,2,25,0.3620689655172413,1362713,31,01,04,0,0.0,1
28,1,4,019871,1039.5,1.0,3,5.0,2025,2,25,0.3620689655172413,1362713,31,01,04,0,519.9200000000001,1
28,1,1,210012,10333.0,1.0,3,5.0,2025,3,4,0.3620689655172413,1362713,31,01,04,0,0.0,1
28,1,1,210013,10333.0,1.0,3,5.0,2025,3,4,0.3620689655172413,1362713,31,01,04,0,10333.0,1
28,1,1,004399,100.0,1.0,3,5.0,2025,3,4,0.3620689655172413,1362713,31,01,04,0,20666.0,1
28,1,1,004399,10334.0,1.0,3,5.0,2025,3,4,0.3620689655172413,1362713,31,01,04,0,20766.0,1
38,1,5,040046,200.0,1.0,1,5.0,2024,1,4,0.43103448275862066,1382090,31,01,01,0,0.0,10
38,1,5,519069,100.0,1.0,1,5.0,2024,1,5,0.43103448275862066,1382090,31,01,01,0,200.0,10
38,1,5,110011,800.0,1.0,1,5.0,2024,1,5,0.43103448275862066,1382090,31,01,01,0,300.0,10
38,1,5,040046,200.0,1.0,1,5.0,2024,1,10,0.43103448275862066,1382090,31,01,01,0,0.0,1
38,1,5,110011,800.0,1.0,1,5.0,2024,1,12,0.43103448275862066,1382090,31,01,01,0,200.0,1
38,1,5,519069,100.0,1.0,1,5.0,2024,1,12,0.43103448275862066,1382090,31,01,01,0,1000.0,1
38,1,5,110011,800.0,1.0,1,5.0,2024,1,19,0.43103448275862066,1382090,31,01,01,0,0.0,1
38,1,5,519069,100.0,1.0,1,5.0,2024,1,19,0.43103448275862066,1382090,31,01,01,0,800.0,1
38,1,5,040046,200.0,1.0,1,5.0,2024,1,24,0.43103448275862066,1382090,31,01,01,0,0.0,1
38,1,2,004997,11298.68,1.0,1,5.0,2024,1,26,0.43103448275862066,1382090,31,01,01,0,200.0,1
38,1,5,110011,800.0,1.0,1,5.0,2024,1,26,0.43103448275862066,1382090,31,01,01,0,11498.68,1
38,1,5,720001,1000.0,1.0,1,5.0,2024,1,26,0.43103448275862066,1382090,31,01,01,0,12298.68,1
38,1,2,010437,444.36,1.0,1,5.0,2024,1,26,0.43103448275862066,1382090,31,01,01,0,13298.68,1
38,1,5,519069,100.0,1.0,1,5.0,2024,1,26,0.43103448275862066,1382090,31,01,01,0,13743.04,1
38,1,4,002847,5011.5,1.0,1,5.0,2024,1,29,0.43103448275862066,1382090,31,01,01,0,13643.04,1
38,1,2,013139,146422.12,1.0,1,5.0,2024,1,30,0.43103448275862066,1382090,31,01,01,0,18654.540000000008,1
38,1,5,040046,200.0,1.0,1,5.0,2024,1,31,0.43103448275862066,1382090,31,01,01,0,151433.62,1
38,1,5,110011,800.0,1.0,1,5.0,2024,2,2,0.43103448275862066,1382090,31,01,01,0,151633.62,1
38,1,5,519069,100.0,1.0,1,5.0,2024,2,2,0.43103448275862066,1382090,31,01,01,0,152433.62,1
38,1,5,040046,200.0,1.0,1,5.0,2024,2,7,0.43103448275862066,1382090,31,01,01,0,0.0,1
38,1,5,720001,1000.0,1.0,1,5.0,2024,2,19,0.43103448275862066,1382090,31,01,01,0,0.0,1
38,1,5,110011,800.0,1.0,1,5.0,2024,2,19,0.43103448275862066,1382090,31,01,01,0,1000.0,1
38,1,5,519069,100.0,1.0,1,5.0,2024,2,19,0.43103448275862066,1382090,31,01,01,0,1800.0,1
38,1,2,009308,499.84,1.0,1,5.0,2024,2,20,0.43103448275862066,1382090,31,01,01,0,1900.0000000000002,1
38,1,2,002658,469.75,1.0,1,5.0,2024,2,20,0.43103448275862066,1382090,31,01,01,0,2399.84,1
38,1,2,000084,405.96,1.0,1,5.0,2024,2,20,0.43103448275862066,1382090,31,01,01,0,2869.59,1
